1,1,0.9052,1.2997,1.1886,1.296,0.98798,1.2812,1.1056,1.1249,1.1816,1.082,1.3113,1.1743,1.3815,1.2139,1.2195,1.2167,1.2014
2,1,0.48355,0.71641,1.2965,0.72678,0.68147,0.57027,0.8989,0.71688,0.64108,0.36432,0.5606,0.69131,1.7111,0.65511,0.75644,0.70578,0.28054
3,1,0.64558,0.45423,1.3541,0.79141,0.67278,0.74879,1.2788,0.90013,0.65559,0.42688,0.50372,0.80121,1.7899,0.54969,0.82176,0.68572,1.2644
4,1,0.082951,0.13313,1.7687,0.11532,0.12233,0.0088721,0.21206,0.11442,0.08539,0.29093,0.033899,0.1456,0.28687,0.041403,0.20932,0.12536,0.3112
5,1,0.54413,1.8527,1.2871,1.502,1.3181,1.3021,1.9467,1.5223,0.8126,0.42392,0.45705,0.9936,0.75274,0.80715,1.8756,1.3414,0.22589
6,1,0.42628,0.31979,1.8611,0.23918,0.20996,0.19801,0.69328,0.36709,0.35975,0.40085,0.058837,0.42234,0.68893,0.17777,0.29313,0.23545,0.90897
7,1,0.64403,0.35047,1.8027,0.44533,0.33993,0.36436,0.44384,0.38271,0.33106,0.77967,0.12889,0.48943,0.8989,0.16258,0.63389,0.39823,1.0709
8,1,0.25131,0.08032,0.99771,0.22183,0.12694,0.17671,0.37875,0.22746,0.20849,0.45767,0.19729,0.87895,0.31366,0.060556,0.51771,0.28913,0.27395
9,1,0.73991,0.98352,2.4915,0.55136,0.74595,0.9269,1.0207,0.89784,0.59077,1.5473,0.73854,0.85327,2.6,0.92297,0.72075,0.82186,0.28092
10,1,0.33826,0.14177,1.1182,0.14559,0.44114,0.28426,0.46564,0.39701,0.21923,0.60114,0.4647,0.67086,0.64213,0.24882,0.45449,0.35165,0.54063
11,1,0.26756,0.085038,1.3273,0.089366,0.069653,0.14282,0.40017,0.20421,0.11575,0.26702,0.1297,0.47835,0.21788,0.04275,0.44621,0.24448,0.080135
12,1,0.28309,0.12035,4.353,0.20274,0.07291,0.075566,0.28824,0.14557,0.1006,0.24856,0.087011,0.43115,0.20216,0.033529,0.33604,0.18479,0.17396
13,1,0.34023,0.20628,1.5948,0.28024,0.1109,0.21173,0.32195,0.21486,0.14937,0.4109,0.13933,0.85032,0.12362,0.059351,0.46774,0.26355,0.16144
14,1,0.49316,0.72281,1.181,0.89081,0.47866,0.82432,0.96813,0.75704,0.62597,0.2359,0.48827,0.74941,2.1559,1.0813,0.70587,0.89357,0.29216
15,1,0.54056,0.44722,1.1554,0.55009,1.5596,0.45866,0.67026,0.89618,0.42257,0.49371,0.93874,1.1646,1.1194,0.58206,0.85037,0.71622,0.28421
16,1,0.54373,1.1133,2.3743,0.27801,1.9011,0.42871,0.61842,0.98276,0.86987,0.46676,0.68735,2.8937,1.9017,0.37869,0.73677,0.55773,1.1149
17,1,0.43638,1.0236,1.6666,0.65245,2.6305,0.44573,0.71504,1.2638,1.3119,0.42726,0.50241,0.78549,1.7464,0.59719,0.62073,0.60896,0.32868
18,1,0.33846,0.30513,1.1175,0.25924,0.18009,0.063425,0.052914,0.09881,0.26124,0.45358,0.069785,0.42235,0.70191,0.071199,0.20216,0.13668,0.52611
19,1,0.40096,0.77389,1.3583,0.61665,0.68781,0.83262,1.6717,1.064,1.304,0.46724,0.88154,1.7972,1.221,0.71845,1.3043,1.0114,0.67022
20,1,0.47265,0.15359,0.71707,0.59272,0.40603,0.083702,0.44049,0.31007,0.15346,0.32171,0.22603,0.56598,0.53011,0.22117,0.70819,0.46468,0.42438
21,1,0.48782,0.52822,1.5459,0.52475,0.95856,0.47564,0.60958,0.68126,0.62307,0.64909,0.28219,1.0232,0.92359,0.32772,0.72113,0.52443,0.7232
22,1,0.2376,0.097904,0.60464,0.27833,0.20214,0.15306,0.36521,0.24014,0.18586,0.23265,0.17734,0.67664,0.44176,0.043086,0.43275,0.23792,0.16307
23,1,0.76158,0.98494,2.125,0.55303,0.55773,1.055,0.70163,0.77146,1.0891,0.42095,0.92977,1.3901,1.3996,0.28991,1.0092,0.64958,2.5999
24,1,0.057326,0.099861,0.049999,0.1754,0.048446,0.079154,0.019054,0.048885,0.056115,0.13278,0.027036,0.10192,0.073556,0.018513,0.12545,0.071982,0.02324
25,1,0.84203,0.61312,2.4536,1.0216,1.2087,0.84952,1.6043,1.2208,0.88632,0.60307,0.47965,2.2325,1.0185,0.62486,1.4087,1.0168,0.71648
26,1,0.67814,0.69615,1.6396,0.5889,1.4928,0.61312,1.0989,1.0683,0.48001,0.44826,1.8443,0.85772,1.6135,0.77782,0.81671,0.79726,0.50419
27,1,0.40421,0.40093,1.3742,0.40169,0.36253,0.38762,0.75322,0.50112,0.59867,0.66271,0.63055,0.6035,0.47883,0.38315,0.49573,0.43944,0.46832
28,1,0.50488,1.0431,2.8123,0.77533,0.76569,0.77964,1.4133,0.98619,0.85484,1.0263,0.47266,1.6974,1.4102,0.53846,0.99632,0.76739,0.70589
29,1,0.30413,0.54948,1.527,0.28591,0.47423,0.35092,0.70002,0.50839,0.65693,0.56857,0.4892,0.89311,0.63576,0.28888,0.9104,0.59964,0.59675
30,1,0.29284,0.35473,0.99999,0.44806,0.54096,0.24576,0.43681,0.40785,0.32224,0.29109,0.42185,0.29031,0.71853,0.24967,0.3896,0.31963,0.16794
31,1,0.67327,0.19338,1.1933,0.20427,0.87941,0.20483,0.26055,0.44826,0.11641,0.40582,0.34676,0.51929,0.57626,0.24938,0.70768,0.47853,0.36668
32,1,0.37372,0.31244,2.3042,0.4986,1.1912,0.29885,0.83931,0.77645,0.52104,0.67667,0.91986,0.47538,1.1043,0.42446,0.5673,0.49588,0.34024
33,1,0.66129,0.66636,0.98434,0.67363,0.20618,0.57813,0.81287,0.53239,1.1384,0.70876,0.67015,0.92378,0.78336,0.63851,0.72832,0.68342,0.58557
34,1,1.2326,1.044,1.0176,0.97942,1.0812,1.293,1.1544,1.1762,0.98092,1.0427,1.0509,1.146,1.0489,1.1486,1.154,1.1513,1.2509
35,1,0.35765,0.45858,1.0477,0.24918,0.10744,0.25706,0.25971,0.20807,0.095955,0.54468,0.06384,0.10707,0.39304,0.11107,0.2162,0.16364,0.70944
36,1,0.45362,0.30191,1.5675,0.32559,0.59228,0.26104,0.72285,0.52539,0.2043,0.60815,0.40094,0.55203,0.31267,0.1995,0.35369,0.27659,0.64642
37,1,0.45399,0.75007,0.97699,0.73809,0.22859,0.94361,1.3797,0.85064,1.282,0.49718,0.74535,1.2006,2.3104,1.0956,0.69887,0.89721,0.50787
38,1,0.29321,0.50533,0.71876,0.37026,0.4416,0.30899,0.57845,0.44301,0.65534,0.32699,0.42785,0.69916,0.80879,0.49183,0.59247,0.54215,0.29824
39,1,0.45753,0.45318,2.5962,0.55169,0.70384,0.73401,0.53657,0.65814,0.37869,0.28206,0.24812,0.67678,1.8531,0.60755,1.5833,1.0954,0.35002
40,1,0.37674,0.60901,1.0912,0.99835,0.73832,0.52551,0.94159,0.73514,0.70299,0.30304,0.46938,0.87127,1.1416,0.5727,1.0919,0.83232,0.21329
41,1,0.41345,0.5718,1.9157,0.51429,0.82053,0.62478,1.183,0.87611,0.92371,0.49265,0.50796,0.90115,1.8562,0.88209,1.2956,1.0888,0.61842
42,1,0.78668,1.421,2.5956,1.4322,2.2111,0.58862,1.6596,1.4865,0.50868,0.28215,0.5086,1.552,1.1256,0.23355,2.9622,1.5979,3.5639
43,1,1.1505,0.57743,0.86818,0.9843,0.38211,0.41892,1.4641,0.75506,1.8686,2.1475,1.1178,1.679,1.5978,0.51066,0.677,0.59383,2.5461
44,1,0.53562,0.17208,1.6983,0.82973,1.5635,0.50606,0.75791,0.9425,0.19922,0.26571,0.4362,0.64305,0.61917,0.74122,0.52138,0.6313,0.40299
45,1,0.48304,0.38453,0.21376,0.23989,0.88624,0.26757,0.77169,0.64183,0.49097,0.60166,0.23167,0.44327,1.4568,0.29054,0.89518,0.59286,1.2426
46,1,0.29425,0.24757,0.58495,0.19604,0.10717,0.16885,0.066402,0.11414,0.1533,0.33521,0.29898,0.16824,0.22136,0.048466,0.087406,0.067936,0.077877
47,1,0.45734,0.62992,1.3659,0.25773,0.52913,0.60385,0.41119,0.51472,0.56478,0.71968,0.71539,0.6785,0.84278,0.33923,1.1002,0.71972,0.39919
48,1,0.3441,0.56651,0.92708,0.68352,0.92636,0.39331,1.0388,0.78614,0.77427,1.0026,0.96938,0.93146,1.0872,0.3174,0.80613,0.56177,0.32594
49,1,0.3049,0.25347,1.326,0.49466,0.82601,0.42687,0.65629,0.63639,0.58473,0.23106,0.42136,0.82988,1.3404,0.48678,0.89077,0.68878,0.31161
50,1,0.54701,0.95802,1.0454,1.0832,0.76873,0.71704,1.3573,0.94768,1.0718,0.40836,0.5728,1.1426,1.9821,0.81744,0.89278,0.85511,0.58656
51,1,0.45938,0.67544,1.4527,0.14925,0.2177,0.2292,0.37764,0.27485,0.4768,0.67995,0.75291,0.20093,0.4974,0.14063,0.27521,0.20792,0.2127
52,1,0.54226,1.0284,1.37,1.1833,0.64518,1.5196,2.3094,1.4914,1.5187,0.36392,0.97033,0.92258,3.4246,1.3156,1.7511,1.5334,0.39635
53,1,0.34668,0.24889,1.054,0.34174,0.53402,0.1739,0.79102,0.49965,0.1816,0.38538,0.29043,0.16575,0.29303,0.20599,0.30539,0.25569,0.081302
54,1,0.90753,0.28184,1.6389,1.1057,0.64358,0.26274,0.71371,0.54001,0.48903,0.39421,0.26299,0.4967,0.59136,0.25194,1.0575,0.6547,0.07112
55,1,0.33273,0.24148,1.4543,0.26977,0.22942,0.19801,0.39843,0.27529,0.21529,0.61371,0.069787,0.37468,0.46497,0.081511,0.28908,0.18529,0.75728
56,1,0.82688,0.67284,0.74434,0.7207,0.85189,0.58062,0.73053,0.72101,0.77532,0.8116,0.66764,0.67187,0.63393,0.64329,0.67019,0.65674,0.61826
57,1,0.4655,0.76043,1.1565,0.84014,0.60685,0.66866,0.95515,0.74355,0.52791,0.21712,0.59123,0.65402,1.129,0.64941,0.77431,0.71186,0.39427
58,1,0.23452,0.15254,0.86798,0.19809,0.32835,0.30923,0.44082,0.35947,0.12774,0.32043,0.31428,0.2719,0.62662,0.20769,0.17621,0.19195,0.42088
59,1,0.54571,0.51038,0.75228,0.47164,0.52422,0.49125,0.6754,0.56362,0.63954,0.90566,0.72537,0.70634,0.69541,0.4608,0.64371,0.55225,0.50838
60,1,0.27059,0.32869,1.9151,0.50192,0.43074,0.52402,0.61265,0.52247,0.96042,0.63661,0.56107,0.45007,1.3259,0.36757,0.39151,0.37954,0.97308
61,1,1.1113,0.82422,2.3107,1.2737,6.4784,1.7847,3.3859,3.883,0.77924,0.15666,0.66533,1.8042,2.418,0.4133,1.6151,1.0142,0.87669
62,1,0.49488,0.42366,2.1148,0.91356,0.55743,0.091742,0.84938,0.49952,0.19625,0.12058,0.36349,0.4645,0.14749,0.66575,0.65256,0.65915,1.1306
63,1,0.8463,1.2271,0.8926,0.75641,0.37278,0.89381,1.0923,0.78628,1.6264,0.50043,0.69269,0.63303,0.97581,0.94115,0.62558,0.78336,0.79984
64,1,0.54595,0.72448,1.8421,1.0958,3.6297,1.0962,1.1001,1.942,0.84794,0.54106,0.65545,1.6181,1.9784,1.0466,2.1214,1.584,0.57934
65,1,0.81497,0.94797,1.5884,0.68363,0.17917,0.56883,0.48657,0.41152,0.87687,0.79954,0.68666,0.45021,0.98714,0.45855,0.20511,0.33183,0.66286
66,1,0.25543,0.51452,0.49801,0.24974,0.61585,0.34088,0.68849,0.54841,0.35856,0.074689,0.2425,0.37062,1.271,0.43784,0.4553,0.44657,0.95107
67,1,1.5764,0.79211,0.84623,0.57359,0.71998,0.70244,0.59581,0.67274,0.84851,0.79973,0.69918,0.82341,0.70403,0.60541,1.1448,0.8751,0.67856
